frame,timestamp_sec,player_id,visibility_mean,visibility_min,visibility_left_arm,visibility_right_arm,angle_trunk_lean,angle_elbow_dom,angle_elbow_left,angle_elbow_right,angle_knee_front,angle_knee_back,com_height,hand_height,hand_height_left,hand_height_right,stance_length,v_hand_speed,v_hand_speed_left,v_hand_speed_right,v_torso_x,v_com_y
928,18.56,2,0.8388,0.4945,0.9302,0.6935,19.38,79.84,79.84,140.15,137.49,,0.389,0.3909,0.3909,0.4349,0.002,0.274,0.274,0.0474,-0.0543,0.1798
936,18.72,1,0.8823,0.4835,0.6529,0.969,-2.39,78.84,125.26,78.84,162.42,117.08,0.5671,0.5814,0.6105,0.5814,0.0404,0.1198,0.2391,0.1198,-0.0179,-0.0067
936,18.72,2,0.84,0.4927,0.9317,0.6982,23.02,45.02,45.02,157.71,147.77,,0.401,0.4262,0.4262,0.4531,0.001,0.2246,0.2246,0.2494,-0.0855,0.0749
944,18.88,1,0.8873,0.5165,0.6711,0.9712,-3.5,123.07,131.2,123.07,162.91,108.57,0.552,0.5404,0.5851,0.5404,0.0399,0.288,0.1588,0.288,-0.045,-0.0946
944,18.88,2,0.8447,0.4955,0.9356,0.717,26.91,126.65,126.65,132.87,160.01,,0.4136,0.4232,0.4232,0.4206,0.0154,0.134,0.134,0.2043,-0.0836,0.079
952,19.04,1,0.8943,0.5562,0.6999,0.9735,-4.16,150.88,175.33,150.88,166.91,110.45,0.5325,0.5027,0.5528,0.5027,0.0469,0.4024,0.2024,0.4024,-0.0404,-0.1216
952,19.04,2,0.8454,0.4994,0.9368,0.7183,20.2,143.33,143.33,152.14,,146.98,0.4125,0.3961,0.3961,0.4176,0.0001,0.2689,0.2689,0.08,-0.1227,-0.0069
960,19.2,1,0.9004,0.5936,0.7263,0.9747,-1.01,159.93,173.14,159.93,171.75,131.35,0.5411,0.5179,0.5548,0.5179,0.0447,0.1058,0.1044,0.1058,-0.0286,0.0539
960,19.2,2,0.8491,0.4942,0.9419,0.727,12.56,133.27,133.27,147.3,158.33,,0.4372,0.4305,0.4305,0.4538,0.0044,0.2516,0.2516,0.2407,-0.0938,0.1544
968,19.36,1,0.9079,0.6227,0.747,0.9761,0.33,163.79,177.5,163.79,171.23,131.27,0.5395,0.5086,0.5553,0.5086,0.0541,0.0976,0.0168,0.0976,-0.0097,-0.0102
968,19.36,2,0.8487,0.4808,0.9464,0.7283,8.82,150.8,150.8,151.19,162.11,,0.4607,0.4458,0.4458,0.4745,0.001,0.0964,0.0964,0.1292,-0.0653,0.1465
976,19.52,1,0.9131,0.6297,0.7523,0.9778,-0.19,147.21,159.9,147.21,175.97,128.37,0.5327,0.5042,0.5639,0.5042,0.0674,0.1721,0.0783,0.1721,0.0676,-0.0424
976,19.52,2,0.856,0.496,0.951,0.7479,4.75,112.75,112.75,173.12,158.84,,0.4616,0.4678,0.4678,0.4794,0.007,0.1473,0.1473,0.0765,-0.0573,0.0057
984,19.68,1,0.9192,0.6493,0.7662,0.9792,-0.09,127.83,158.6,127.83,178.16,158.67,0.5587,0.5542,0.5987,0.5542,0.0395,0.3514,0.242,0.3514,0.1172,0.1621
984,19.68,2,0.8666,0.5327,0.9545,0.7695,1.13,55.08,55.08,176.26,159.39,162.28,0.4463,0.4861,0.4861,0.4771,0.009,0.1145,0.1145,0.0653,-0.0507,-0.0957
992,19.84,1,0.9216,0.6533,0.7662,0.9805,2.06,121.02,159.46,121.02,177.29,163.36,0.5739,0.5733,0.6006,0.5733,0.0238,0.1785,0.1142,0.1785,0.1329,0.0955
992,19.84,2,0.8752,0.5705,0.9559,0.7738,-1.86,27.58,27.58,177.08,164.14,161.92,0.4465,0.4985,0.4985,0.4754,0.0015,0.0776,0.0776,0.0219,-0.0329,0.0015
1712,34.24,1,0.8639,0.62,0.7465,0.9642,168.04,27.94,23.45,27.94,165.85,176.81,1.2875,0.5012,0.5101,0.5012,0.0564,0.0171,0.0161,0.0171,0.0352,0.0496
1712,34.24,2,0.8201,0.5174,0.9466,0.7525,1.74,148.43,148.43,144.53,26.87,66.67,-0.2088,0.577,0.577,0.5639,0.0197,0.0213,0.0213,0.0163,0.0166,-0.0455
1720,34.4,1,0.8254,0.6015,0.7357,0.9429,169.39,104.64,15.91,104.64,177.93,177.67,1.4336,0.8713,1.017,0.8713,0.1724,2.639,3.1825,2.639,-0.5565,0.913
1728,34.56,2,0.81,0.485,0.925,0.7276,28.2,146.52,146.52,98.86,147.68,,0.4288,0.3966,0.3966,0.4619,0.012,1.0517,1.0517,0.7076,-0.6845,1.9927
1736,34.72,2,0.7993,0.4783,0.9067,0.6983,25.61,132.35,132.35,110.93,103.17,,0.4399,0.4036,0.4036,0.4621,0.0092,0.0853,0.0853,0.0418,-0.0319,0.0695
1744,34.88,1,0.8318,0.6291,0.7568,0.9443,-33.7,107.4,100.53,107.4,17.98,0.76,0.5693,0.5621,0.5502,0.5621,0.0131,0.9925,0.9942,0.9925,-0.6835,-1.8006
1744,34.88,2,0.7873,0.4436,0.8919,0.6721,22.54,125.35,125.35,107.57,,143.03,0.4322,0.415,0.415,0.4657,0.0049,0.1116,0.1116,0.0342,-0.0487,-0.0482
1752,35.04,1,0.8372,0.6073,0.75,0.9426,-33.76,54.61,47.89,54.61,121.23,81.14,0.5705,0.5969,0.5809,0.5969,0.0035,0.2177,0.2177,0.2177,-0.0705,0.0074
1752,35.04,2,0.7811,0.408,0.8943,0.6589,20.79,83.02,83.02,100.19,,141.73,0.4283,0.4275,0.4275,0.4671,0.0052,0.114,0.114,0.0181,-0.0482,-0.0249
1760,35.2,1,0.8354,0.5516,0.7122,0.9471,-30.12,152.53,153.13,152.53,155.58,147.24,0.5588,0.526,0.5552,0.526,0.0021,0.4439,0.2001,0.4439,-0.1555,-0.0732
1760,35.2,2,0.7763,0.3865,0.8935,0.6397,15.73,83.94,83.94,69.14,140.05,,0.4207,0.4332,0.4332,0.4869,,0.1023,0.1023,0.1434,-0.069,-0.047
1768,35.36,1,0.8343,0.5263,0.6918,0.9519,-24.3,134.21,133.67,134.21,150.42,150.61,0.5344,0.5119,0.5414,0.5119,0.0051,0.0897,0.1249,0.0897,-0.1202,-0.1527
1768,35.36,2,0.7911,0.4198,0.9024,0.6611,13.77,88.39,88.39,138.44,,150.82,0.4263,0.4412,0.4412,0.4941,0.0572,0.0577,0.0577,0.2196,-0.1107,0.0347
1776,35.52,1,0.8322,0.508,0.6749,0.9565,-21.12,142.99,106.28,142.99,146.95,146.66,0.5097,0.493,0.5342,0.493,0.0024,0.135,0.0483,0.135,-0.0918,-0.1543
1776,35.52,2,0.8041,0.4506,0.9104,0.6879,19.61,83.24,83.24,160.93,,168.2,0.4399,0.4762,0.4762,0.5026,0.0838,0.2505,0.2505,0.2825,-0.054,0.0852
1784,35.68,1,0.8372,0.4926,0.6621,0.9606,-14.38,150.74,87.65,150.74,151.51,145.52,0.4803,0.4503,0.5267,0.4503,0.0094,0.4139,0.0472,0.4139,-0.0084,-0.1835
1784,35.68,2,0.821,0.4992,0.9186,0.7142,21.2,82.76,82.76,163.97,,158.73,0.4477,0.4738,0.4738,0.479,0.0929,0.0174,0.0174,0.1832,-0.0066,0.0485
1792,35.84,1,0.8466,0.5374,0.6905,0.9644,-13.82,154.7,144.07,154.7,161.1,161.98,0.4833,0.4396,0.5295,0.4396,0.0023,0.0913,0.0738,0.0913,-0.0246,0.0189
1792,35.84,2,0.8286,0.5111,0.9232,0.7272,20.14,108.51,108.51,137.32,116.54,154.42,0.4518,0.4681,0.4681,0.4831,0.0677,0.0409,0.0409,0.192,0.1251,0.0256
1800,36.0,1,0.8544,0.5815,0.7195,0.9678,-11.97,142.03,178.92,142.03,162.88,136.34,0.4666,0.4225,0.6233,0.4225,0.016,0.1673,0.5861,0.1673,-0.0059,-0.1048
1800,36.0,2,0.8286,0.4942,0.929,0.7434,20.96,137.88,137.88,136.82,,151.8,0.4519,0.4222,0.4222,0.4803,0.0313,0.32,0.32,0.1493,0.1267,0.0008
1808,36.16,1,0.8663,0.6226,0.7471,0.9708,-18.05,145.61,178.43,145.61,164.85,163.32,0.4511,0.4261,0.6223,0.4261,0.0187,0.387,0.2182,0.387,0.0141,-0.0967
1808,36.16,2,0.8371,0.5208,0.9345,0.759,18.68,145.1,145.1,123.71,160.14,141.6,0.4431,0.4209,0.4209,0.4865,0.0048,0.1571,0.1571,0.0804,0.034,-0.0551
1816,36.32,1,0.8715,0.6018,0.7288,0.9706,-26.07,166.41,178.53,166.41,119.58,147.97,0.4316,0.5253,0.5133,0.5253,0.1036,0.7361,0.6817,0.7361,0.1411,-0.1221
1816,36.32,2,0.845,0.5378,0.9401,0.7747,18.6,131.81,131.81,143.57,159.62,148.51,0.4458,0.4439,0.4439,0.5014,0.001,0.1519,0.1519,0.0937,0.0407,0.0169
1824,36.48,1,0.8831,0.6349,0.7526,0.9734,-27.96,146.81,157.34,146.81,60.27,126.8,0.3875,0.3903,0.5044,0.3903,0.0633,1.2425,0.0563,1.2425,0.1387,-0.2754
1824,36.48,2,0.8387,0.5084,0.9389,0.7636,18.86,125.55,125.55,138.88,81.93,140.38,0.4547,0.4431,0.4431,0.4921,0.0268,0.1483,0.1483,0.0598,-0.0111,0.0556
1832,36.64,1,0.8637,0.5837,0.7264,0.9469,-29.82,142.06,72.71,142.06,143.77,164.3,0.3753,0.3524,0.4861,0.3524,0.0043,0.3892,0.2901,0.3892,0.0669,-0.0764
1832,36.64,2,0.8341,0.4954,0.9388,0.7393,18.5,118.05,118.05,166.73,,137.52,0.4509,0.4534,0.4534,0.4678,0.0346,0.2006,0.2006,0.1521,-0.0367,-0.0239
1840,36.8,1,0.8663,0.6043,0.7405,0.9494,-17.95,67.37,101.02,67.37,110.09,134.08,0.3515,0.3653,0.4562,0.3653,0.0072,0.1696,0.2321,0.1696,0.0554,-0.1486
1840,36.8,2,0.8339,0.4834,0.9414,0.7415,14.79,94.28,94.28,155.29,,134.78,0.4511,0.4763,0.4763,0.4962,0.04,0.1507,0.1507,0.1936,-0.0337,0.0012
1848,36.96,1,0.8671,0.6201,0.7545,0.941,-10.6,51.42,114.03,51.42,173.96,126.41,0.3934,0.4431,0.5189,0.4431,0.0169,0.5007,0.4623,0.5007,-0.1143,0.2617
1848,36.96,2,0.8381,0.4983,0.9425,0.747,11.33,179.62,179.62,179.15,,141.54,0.4739,0.4545,0.4545,0.6011,0.0305,0.2905,0.2905,0.6826,-0.0012,0.1426
1856,37.12,1,0.8665,0.5964,0.7506,0.9262,-8.74,22.73,166.84,22.73,164.92,147.28,0.4125,0.4715,0.4751,0.4715,0.0489,0.3872,0.3415,0.3872,-0.1751,0.1194
1856,37.12,2,0.8396,0.5011,0.945,0.7433,7.96,171.87,171.87,151.77,156.92,111.49,0.4579,0.4292,0.4292,0.6287,0.0076,0.3085,0.3085,0.1741,-0.0075,-0.1
1864,37.28,1,0.8662,0.5931,0.7584,0.8883,-2.22,58.26,80.76,58.26,174.27,171.33,0.4459,0.4863,0.501,0.4863,0.0728,0.4353,0.2364,0.4353,-0.1818,0.2086
1864,37.28,2,0.8301,0.4783,0.935,0.7148,7.94,137.58,137.58,77.53,134.93,,0.4283,0.3968,0.3968,0.5478,0.0059,0.3061,0.3061,0.511,0.0661,-0.1849
1872,37.44,1,0.8661,0.5852,0.7651,0.8661,-2.62,49.03,32.34,49.03,176.36,142.28,0.4819,0.5427,0.5893,0.5427,0.0278,0.4065,0.5674,0.4065,-0.2097,0.2252
1872,37.44,2,0.8252,0.4644,0.9271,0.693,10.73,77.24,77.24,88.35,128.11,,0.4148,0.4296,0.4296,0.4781,0.0573,0.2055,0.2055,0.4423,0.1355,-0.0843
1880,37.6,1,0.8681,0.622,0.7865,0.8486,-4.66,12.97,91.93,12.97,170.92,163.15,0.5122,0.5666,0.6265,0.5666,0.0183,0.1527,0.3592,0.1527,-0.1934,0.1891
1880,37.6,2,0.8292,0.4928,0.9291,0.6648,10.94,50.52,50.52,83.66,142.14,,0.3779,0.4031,0.4031,0.4198,0.0815,0.1921,0.1921,0.3915,0.1189,-0.2308
1888,37.76,1,0.873,0.6519,0.8044,0.8514,-4.91,51.45,170.33,51.45,171.6,164.32,0.5462,0.6103,0.6012,0.6103,0.0651,0.2768,0.3548,0.2768,-0.2118,0.2128
1888,37.76,2,0.8288,0.4686,0.9202,0.6347,11.17,45.5,45.5,59.41,138.07,179.56,0.3402,0.3767,0.3767,0.3901,0.077,0.1652,0.1652,0.2393,0.0444,-0.2353
1896,37.92,1,0.8722,0.6206,0.7743,0.8615,-3.94,58.45,89.67,58.45,162.66,128.61,0.5609,0.5988,0.6266,0.5988,0.07,0.264,0.4143,0.264,-0.151,0.092
1896,37.92,2,0.8239,0.4255,0.8952,0.6078,6.66,7.71,7.71,30.24,134.56,170.02,0.3456,0.4179,0.4179,0.3906,0.0745,0.2896,0.2896,0.1884,-0.0223,0.0337
1904,38.08,1,0.8651,0.5819,0.7425,0.8717,-6.45,90.26,102.93,90.26,113.09,123.02,0.5692,0.5914,0.6031,0.5914,0.0031,0.0612,0.1474,0.0612,-0.0697,0.0518
1904,38.08,2,0.8246,0.4312,0.854,0.615,1.12,170.72,170.72,175.19,147.29,165.71,0.3397,0.3247,0.3247,0.3086,0.1041,0.5869,0.5869,0.5202,-0.0532,-0.0371
1912,38.24,1,0.8583,0.5568,0.7169,0.882,-8.71,99.03,97.96,99.03,165.17,153.89,0.57,0.577,0.5942,0.577,0.0097,0.1533,0.078,0.1533,-0.0162,0.0052
1912,38.24,2,0.8363,0.4812,0.8593,0.6504,-2.57,36.93,36.93,158.39,136.42,92.77,0.3279,0.3972,0.3972,0.3133,0.1151,0.5444,0.5444,0.0626,-0.1249,-0.0733
1920,38.4,1,0.8522,0.534,0.6952,0.8898,-10.73,114.81,120.24,114.81,158.32,135.2,0.5728,0.5631,0.5828,0.5631,0.0387,0.1246,0.0737,0.1246,-0.0074,0.0177
1920,38.4,2,0.8456,0.5031,0.8689,0.6576,2.48,46.66,46.66,164.87,148.57,141.94,0.3118,0.3422,0.3422,0.4264,0.0914,0.3446,0.3446,0.9794,-0.08,-0.1012
1928,38.56,1,0.8468,0.5223,0.68,0.8977,-14.85,110.8,102.64,110.8,162.23,114.33,0.5686,0.5579,0.5844,0.5579,0.0479,0.0394,0.0313,0.0394,-0.0069,-0.0267
1928,38.56,2,0.8534,0.5021,0.8807,0.661,8.56,150.17,150.17,176.68,121.92,151.62,0.2966,0.2806,0.2806,0.2841,0.0203,0.5198,0.5198,0.8907,-0.0602,-0.0948
1936,38.72,1,0.841,0.5044,0.6698,0.9028,-13.52,129.0,120.44,129.0,164.77,126.58,0.5997,0.6149,0.6496,0.6149,0.0413,0.4086,0.4188,0.4086,0.1419,0.1943
1936,38.72,2,0.8466,0.488,0.8762,0.6573,9.86,137.33,137.33,151.15,119.84,125.69,0.3074,0.3029,0.3029,0.3065,0.0397,0.4069,0.4069,0.38,0.0502,0.0679
1944,38.88,1,0.8355,0.4749,0.6542,0.8675,-8.38,165.0,132.25,165.0,150.23,153.04,0.6315,0.6544,0.6662,0.6544,0.0012,0.2577,0.2091,0.2577,0.1443,0.1991
1944,38.88,2,0.8587,0.5082,0.8883,0.6678,4.84,173.51,173.51,122.47,152.84,65.16,0.3485,0.3301,0.3301,0.4053,0.0643,0.2672,0.2672,0.6486,0.1215,0.2567
1952,39.04,1,0.8395,0.4398,0.6514,0.8721,-2.68,172.52,151.42,172.52,155.9,155.23,0.6636,0.6535,0.6849,0.6535,0.0045,0.1357,0.1278,0.1357,0.1161,0.2007
1952,39.04,2,0.8623,0.4854,0.8979,0.6509,3.54,129.69,129.69,100.03,130.42,128.23,0.3775,0.3718,0.3718,0.4331,0.0317,0.2637,0.2637,0.2419,0.1286,0.1813
1960,39.2,1,0.8452,0.4061,0.6494,0.8819,3.12,172.82,111.94,172.82,167.59,158.99,0.6708,0.6566,0.6943,0.6566,0.0193,0.0932,0.1368,0.0932,0.1249,0.0451
1960,39.2,2,0.8547,0.4414,0.9004,0.6223,-0.06,114.57,114.57,99.01,139.1,152.51,0.385,0.3895,0.3895,0.4246,0.0186,0.1131,0.1131,0.1565,0.0371,0.0467
2272,45.44,2,0.8591,0.4771,0.9087,0.6456,-1.66,167.89,167.89,141.04,125.44,47.8,0.4094,0.3572,0.3572,0.5212,0.04,0.0093,0.0093,0.0202,-0.0069,0.0039
2280,45.6,1,0.842,0.3789,0.6261,0.8891,-20.7,59.96,58.71,59.96,159.62,110.39,0.5197,0.5649,0.5798,0.5649,0.0398,0.0172,0.0232,0.0172,0.0049,-0.0236
2280,45.6,2,0.8584,0.4964,0.9157,0.6594,4.96,113.24,113.24,165.92,155.68,148.05,0.4068,0.4122,0.4122,0.5197,0.011,0.3644,0.3644,0.0523,0.0315,-0.0162
2288,45.76,1,0.8393,0.4217,0.6516,0.8997,-20.38,118.14,126.77,118.14,168.57,160.56,0.5311,0.5465,0.6308,0.5465,0.026,0.1894,0.3458,0.1894,-0.0504,0.0712
2288,45.76,2,0.8565,0.5027,0.9226,0.6615,11.85,80.94,80.94,175.88,144.02,144.95,0.4055,0.4374,0.4374,0.4929,0.0029,0.204,0.204,0.2212,0.2075,-0.0077
2296,45.92,1,0.8377,0.4094,0.6424,0.9088,-15.62,127.59,117.22,127.59,164.07,159.01,0.5313,0.5206,0.5973,0.5206,0.0183,0.2464,0.2404,0.2464,0.0087,0.0016
2296,45.92,2,0.8462,0.4673,0.9272,0.6377,14.67,127.71,127.71,95.38,163.01,148.93,0.3835,0.3873,0.3873,0.4441,0.0106,0.3536,0.3536,0.4572,0.1836,-0.1376
2304,46.08,1,0.8367,0.4055,0.6311,0.9156,-15.71,117.99,63.84,117.99,163.33,105.69,0.5422,0.526,0.5875,0.526,0.0172,0.0805,0.1589,0.0805,0.0019,0.068
2304,46.08,2,0.8463,0.5142,0.9298,0.6694,20.37,35.06,35.06,173.9,145.53,170.53,0.3991,0.4484,0.4484,0.4671,0.0151,0.4062,0.4062,0.3087,0.1218,0.0972
2312,46.24,1,0.8472,0.4439,0.6552,0.9234,-14.24,144.48,150.92,144.48,160.24,90.36,0.5299,0.5023,0.5609,0.5023,0.0244,0.2593,0.2118,0.2593,0.0724,-0.0771
2312,46.24,2,0.8506,0.5219,0.9359,0.6972,22.7,76.51,76.51,170.85,167.68,165.82,0.396,0.4392,0.4392,0.4695,0.0032,0.2232,0.2232,0.1591,0.108,-0.0189
2320,46.4,1,0.8587,0.4871,0.6825,0.9289,-9.47,140.73,153.65,140.73,171.36,130.81,0.5435,0.5634,0.5688,0.5634,0.0201,0.3979,0.1793,0.3979,0.0635,0.0853
2320,46.4,2,0.8546,0.5269,0.9407,0.7113,18.59,138.32,138.32,168.67,142.01,160.44,0.4034,0.4153,0.4153,0.4843,0.0126,0.1498,0.1498,0.1627,0.033,0.046
2328,46.56,1,0.8656,0.5361,0.7125,0.9353,-6.35,24.3,159.03,24.3,171.55,123.61,0.57,0.6278,0.5918,0.6278,0.062,0.4615,0.1452,0.4615,0.0782,0.1657
2328,46.56,2,0.8503,0.5043,0.9426,0.7166,16.53,94.81,94.81,179.95,143.41,149.9,0.419,0.4422,0.4422,0.4926,0.0064,0.168,0.168,0.0844,-0.0096,0.0976
2336,46.72,1,0.8731,0.578,0.7372,0.9411,-7.36,84.94,160.85,84.94,157.56,115.86,0.5727,0.603,0.5801,0.603,0.0764,0.1674,0.0897,0.1674,0.0166,0.017
2336,46.72,2,0.8329,0.468,0.9087,0.687,18.17,46.2,46.2,93.76,136.92,,0.4233,0.4424,0.4424,0.4585,0.0223,0.2079,0.2079,0.2398,-0.0273,0.0267
2344,46.88,1,0.8745,0.5372,0.7059,0.9454,-6.01,81.69,157.73,81.69,166.85,104.89,0.5836,0.6043,0.589,0.6043,0.0766,0.0158,0.1845,0.0158,-0.0431,0.068
2344,46.88,2,0.8306,0.4685,0.9087,0.6733,14.03,27.32,27.32,163.95,128.68,,0.4163,0.4655,0.4655,0.4216,0.0316,0.1799,0.1799,0.3875,-0.0733,-0.044
2352,47.04,1,0.8754,0.504,0.6793,0.9487,-4.93,107.26,143.92,107.26,171.06,130.86,0.5899,0.5909,0.6011,0.5909,0.0594,0.0897,0.1311,0.0897,-0.0725,0.0394
2352,47.04,2,0.8304,0.4699,0.907,0.6769,9.58,10.71,10.71,169.17,122.63,,0.4251,0.4658,0.4658,0.4058,0.0327,0.0162,0.0162,0.1009,-0.0801,0.0549
2360,47.2,1,0.8785,0.4667,0.6517,0.9532,-3.91,105.82,156.27,105.82,173.49,124.51,0.5876,0.5881,0.5993,0.5881,0.0533,0.0175,0.0564,0.0175,-0.0425,-0.0147
2360,47.2,2,0.8275,0.4659,0.8966,0.6512,12.06,20.14,20.14,124.13,144.9,,0.4217,0.4494,0.4494,0.4323,0.0686,0.1315,0.1315,0.3108,-0.0846,-0.0212
2368,47.36,1,0.8789,0.4404,0.6302,0.9551,-3.01,118.21,155.38,118.21,178.35,139.84,0.6034,0.5998,0.6064,0.5998,0.0561,0.0735,0.0451,0.0735,0.0139,0.0987
2368,47.36,2,0.823,0.4366,0.8806,0.6305,8.83,28.23,28.23,80.06,137.43,,0.4182,0.4429,0.4429,0.4641,0.0651,0.1201,0.1201,0.3344,-0.1486,-0.0215
2376,47.52,1,0.8797,0.4053,0.6047,0.9574,-4.94,131.24,140.01,131.24,176.79,148.07,0.5945,0.5802,0.6018,0.5802,0.0817,0.14,0.0519,0.14,0.028,-0.0554
2376,47.52,2,0.8152,0.4216,0.877,0.6165,5.24,38.3,38.3,87.52,149.7,,0.4259,0.4481,0.4481,0.4677,0.0203,0.0592,0.0592,0.1235,-0.11,0.0479
2384,47.68,1,0.8802,0.3793,0.5842,0.9594,-0.9,119.61,136.92,119.61,160.2,155.35,0.5976,0.5943,0.6201,0.5943,0.0803,0.1557,0.1639,0.1557,0.1455,0.0196
2384,47.68,2,0.8264,0.452,0.8877,0.6279,1.81,47.99,47.99,153.45,,157.81,0.4256,0.4531,0.4531,0.4332,0.0217,0.0531,0.0531,0.2483,-0.1044,-0.0019
2392,47.84,1,0.879,0.3673,0.5738,0.961,0.4,143.7,168.51,143.7,144.53,148.53,0.6069,0.5942,0.6245,0.5942,0.0412,0.1251,0.1503,0.1251,0.112,0.0578
2392,47.84,2,0.8421,0.4994,0.898,0.6583,-0.96,55.31,55.31,170.88,175.99,171.1,0.4061,0.4488,0.4488,0.4182,0.058,0.0622,0.0622,0.1557,-0.1077,-0.1216
2400,48.0,1,0.8749,0.3654,0.5695,0.9641,0.72,146.07,172.04,146.07,173.98,165.98,0.6158,0.5963,0.6333,0.5963,0.0067,0.0836,0.1257,0.0836,0.098,0.0559
2400,48.0,2,0.8571,0.546,0.908,0.6897,-3.63,68.46,68.46,170.77,174.14,160.06,0.4034,0.4393,0.4393,0.4173,0.0554,0.084,0.084,0.1134,-0.1198,-0.0173
2664,53.28,2,0.7902,0.5221,0.8585,0.6629,94.5,174.48,174.48,159.44,145.69,120.12,0.9316,0.9592,0.9592,0.852,0.0803,0.0995,0.0995,0.0824,0.0893,0.1
2672,53.44,1,0.8649,0.3577,0.559,0.9658,-8.22,107.59,89.1,107.59,163.46,139.61,0.5386,0.5438,0.5789,0.5438,0.0199,0.0103,0.0103,0.0103,0.0012,-0.0142
2680,53.6,1,0.8586,0.3746,0.5623,0.9678,-9.44,109.78,89.29,109.78,167.64,164.96,0.5349,0.5389,0.579,0.5389,0.0128,0.0358,0.0216,0.0358,-0.0082,-0.0232
2680,53.6,2,0.7992,0.5618,0.8726,0.6931,-3.04,153.72,153.72,85.28,166.17,170.08,0.4157,0.5036,0.5036,0.4608,0.0386,1.4314,1.4314,1.2283,-1.6222,-1.6123
2688,53.76,1,0.857,0.4025,0.5748,0.9699,-10.47,95.38,71.86,95.38,159.32,166.8,0.5128,0.5248,0.5734,0.5248,0.0035,0.0959,0.0361,0.0959,-0.0068,-0.1378
2688,53.76,2,0.8112,0.5438,0.8842,0.6908,1.25,133.28,133.28,31.52,139.52,170.19,0.4153,0.4685,0.4685,0.5126,0.037,0.2191,0.2191,0.3743,0.0279,-0.002
2696,53.92,1,0.8556,0.4184,0.5794,0.9718,-12.69,109.47,83.72,109.47,155.34,153.4,0.5124,0.5114,0.5696,0.5114,0.0081,0.0849,0.0292,0.0849,-0.0292,-0.0023
2696,53.92,2,0.8177,0.4995,0.8852,0.6636,7.85,98.61,98.61,37.65,125.23,170.49,0.4202,0.4446,0.4446,0.5068,0.0657,0.251,0.251,0.1335,0.0542,0.0306
2704,54.08,1,0.8587,0.4484,0.5948,0.9742,-13.93,117.53,67.24,117.53,150.78,152.24,0.4877,0.4877,0.5512,0.4877,0.021,0.153,0.1144,0.153,-0.0084,-0.1547
2704,54.08,2,0.8283,0.4808,0.8926,0.6503,14.75,76.89,76.89,20.61,163.54,149.42,0.4467,0.4545,0.4545,0.5466,0.082,0.2017,0.2017,0.2499,0.1137,0.165
2712,54.24,1,0.8536,0.4264,0.5829,0.9749,-14.73,107.4,101.04,107.4,154.88,145.46,0.4796,0.4737,0.539,0.4737,0.0381,0.1383,0.0887,0.1383,-0.0056,-0.0508
2712,54.24,2,0.8153,0.4407,0.8861,0.624,17.67,89.67,89.67,114.72,161.94,141.38,0.448,0.4567,0.4567,0.4834,0.0004,0.1199,0.1199,0.3951,0.0881,0.0083
2720,54.4,1,0.8575,0.4241,0.5974,0.9763,-18.81,106.51,74.99,106.51,38.03,135.57,0.4591,0.4688,0.5166,0.4688,0.0438,0.2481,0.2363,0.2481,0.0265,-0.128
2720,54.4,2,0.8132,0.4177,0.8952,0.6084,21.02,129.37,129.37,126.0,153.99,140.73,0.4441,0.45,0.45,0.4902,0.0027,0.0931,0.0931,0.1574,0.0458,-0.0243
2728,54.56,1,0.8634,0.4144,0.6105,0.9783,-18.42,96.65,83.36,96.65,73.45,140.03,0.4591,0.4849,0.5086,0.4849,0.048,0.1019,0.0622,0.1019,-0.0174,0.0002
2728,54.56,2,0.8091,0.4222,0.9024,0.611,21.63,120.9,120.9,123.62,152.2,142.87,0.4432,0.4371,0.4371,0.4904,0.0071,0.0996,0.0996,0.0172,0.0057,-0.0054
2736,54.72,1,0.8658,0.3876,0.6097,0.9785,-18.61,74.39,74.82,74.39,155.89,144.54,0.4648,0.4849,0.5184,0.4849,0.046,0.1878,0.0678,0.1878,-0.0972,0.0357
2736,54.72,2,0.8021,0.4122,0.9046,0.6021,19.74,61.4,61.4,83.11,81.78,142.7,0.4509,0.4719,0.4719,0.4984,0.0376,0.264,0.264,0.0842,-0.048,0.048
2744,54.88,1,0.8643,0.3868,0.6094,0.9785,-15.66,94.53,93.57,94.53,173.45,167.6,0.4756,0.4795,0.5359,0.4795,0.0453,0.1837,0.1297,0.1837,-0.0357,0.0675
2744,54.88,2,0.8132,0.4559,0.9118,0.6296,19.37,59.86,59.86,128.78,82.71,165.9,0.4711,0.5089,0.5089,0.5288,0.0615,0.2314,0.2314,0.3523,-0.1389,0.1261
2752,55.04,1,0.8586,0.3834,0.5994,0.9794,-16.93,112.89,93.14,112.89,175.24,166.76,0.4907,0.4767,0.5342,0.4767,0.0189,0.082,0.1375,0.082,-0.07,0.0945
2752,55.04,2,0.8191,0.5018,0.9183,0.6617,23.4,108.73,108.73,124.9,99.45,165.01,0.4774,0.5155,0.5155,0.5426,0.053,0.1445,0.1445,0.1734,-0.0977,0.0397
2760,55.2,1,0.8562,0.3966,0.602,0.9809,-15.62,122.08,101.7,122.08,163.31,152.36,0.4879,0.4692,0.5448,0.4692,0.0298,0.0907,0.0824,0.0907,0.0031,-0.0179
2760,55.2,2,0.832,0.5438,0.9257,0.6908,24.29,120.71,120.71,138.32,160.47,153.49,0.4727,0.5077,0.5077,0.5382,0.0059,0.0517,0.0517,0.1077,0.0399,-0.0299
